,TOXICITY,paralyzed,blind,deaf
2578,0.066100329,1.0,,
746,0.425917059,,2.0,
544,0.761114776,,,3.0
3926,0.902898431,,,3.0
4484,0.757993102,,2.0,
1759,0.965466678,,2.0,
889,0.453091055,,2.0,
2612,0.908921003,1.0,,
898,0.372296005,1.0,,
543,0.093461998,,,3.0
1931,0.960043967,1.0,,
2821,0.961456835,1.0,,
4148,0.360975266,1.0,,
1124,0.974135041,1.0,,
1451,0.965466678,,2.0,
3043,0.802586615,,2.0,
2393,0.872855186,1.0,,
3366,0.898122609,,2.0,
2658,0.904874861,1.0,,
3557,0.960036933,,2.0,
3984,0.887038708,,,3.0
3897,0.029455081,,,3.0
2340,0.952744663,,,3.0
660,0.942619443,1.0,,
3323,0.130787,,,3.0
1404,0.965940714,,2.0,
753,0.745712399,,,3.0
1284,0.432520777,,,3.0
2864,0.360975266,1.0,,
567,0.293639034,,,3.0
2432,0.955865502,1.0,,
2406,0.066100329,1.0,,
1423,0.119810008,,,3.0
613,0.11435809,1.0,,
1760,0.872855186,,,3.0
1413,0.908921003,1.0,,
2239,0.58532089,,,3.0
3476,0.066100329,,,3.0
2247,0.326537848,,2.0,
1863,0.593361676,1.0,,
1987,0.360975266,1.0,,
72,0.068911158,,2.0,
4376,0.051143911,,,3.0
1435,0.119810008,1.0,,
1530,0.093461998,,,3.0
1600,0.782198191,,,3.0
627,0.291184843,1.0,,
852,0.872855186,,,3.0
4168,0.782198191,1.0,,
2169,0.072332315,1.0,,
4419,0.782198191,,,3.0
1459,0.187820703,1.0,,
1306,0.960043967,1.0,,
2563,0.939510882,,,3.0
731,0.902898431,1.0,,
2296,0.944947481,,,3.0
2606,0.961456835,,,3.0
3111,0.802586615,,2.0,
1408,0.211916775,,2.0,
1620,0.887116849,1.0,,
1452,0.965466678,,2.0,
992,0.411501288,1.0,,
2545,0.898122609,,2.0,
2781,0.58532089,,,3.0
1378,0.316559851,,2.0,
2501,0.97224468,,2.0,
997,0.093461998,,,3.0
3158,0.973990798,,2.0,
424,0.101259843,,,3.0
260,0.939510882,1.0,,
83,0.334896624,,,3.0
3076,0.552348495,,2.0,
1272,0.076596536,,,3.0
1218,0.745668769,,2.0,
4021,0.238480464,,,3.0
778,0.432520777,,,3.0
3919,0.061120614,1.0,,
617,0.372296005,1.0,,
2966,0.974135041,1.0,,
2522,0.782198191,,,3.0
4077,0.238378331,1.0,,
2712,0.293639034,,,3.0
455,0.19169651,,2.0,
2999,0.97224468,,2.0,
1756,0.969425678,,2.0,
144,0.961456835,1.0,,
3135,0.432520777,,,3.0
3210,0.072332315,,,3.0
3156,0.548882306,1.0,,
694,0.162078604,,,3.0
1224,0.607900083,,2.0,
4131,0.887038708,,,3.0
4196,0.066100329,,,3.0
1185,0.974135041,1.0,,
2648,0.97224468,,2.0,
3274,0.220476165,,2.0,
3590,0.066100329,1.0,,
3891,0.11435809,,,3.0
1649,0.11435809,1.0,,
258,0.488627106,,2.0,
2974,0.950175345,1.0,,
908,0.360975266,,,3.0
2114,0.125006989,,,3.0
1179,0.372296005,1.0,,
760,0.958061039,,2.0,
887,0.187820703,1.0,,
2945,0.960043967,,,3.0
1685,0.326537848,,2.0,
2297,0.615120709,,2.0,
3787,0.54354459,,2.0,
2792,0.902898431,,,3.0
2493,0.187820703,1.0,,
343,0.176924497,1.0,,
2554,0.58532089,1.0,,
2575,0.902898431,1.0,,
1909,0.270306379,,,3.0
2915,0.942619443,1.0,,
2742,0.270306379,,,3.0
261,0.560298622,,2.0,
1860,0.931010544,1.0,,
2586,0.901114106,,2.0,
3345,0.926077366,,2.0,
2122,0.798544884,,2.0,
1231,0.977680027,,2.0,
2840,0.87964195,1.0,,
1796,0.293639034,1.0,,
3944,0.552348495,,2.0,
2651,0.908921003,1.0,,
1256,0.882790387,1.0,,
4132,0.7251755,,2.0,
2472,0.887116849,1.0,,
1864,0.974135041,,,3.0
2534,0.432520777,1.0,,
2593,0.067403935,,2.0,
2776,0.372059673,,,3.0
4138,0.126852736,,2.0,
3244,0.114036284,,2.0,
940,0.956047118,,,3.0
4408,0.926077366,,2.0,
4152,0.977680027,,2.0,
595,0.051143911,1.0,,
2414,0.960043967,,,3.0
3328,0.615120709,,2.0,
3550,0.923202574,,2.0,
1673,0.360975266,,,3.0
4423,0.922532856,1.0,,
535,0.093461998,,,3.0
3198,0.961456835,1.0,,
963,0.432520777,1.0,,
3737,0.326537848,,2.0,
481,0.199995384,,2.0,
3778,0.552348495,,2.0,
1694,0.964303374,,,3.0
955,0.152980477,,2.0,
861,0.736887753,1.0,,
3638,0.827987194,1.0,,
3556,0.977680027,,2.0,
1368,0.96051085,1.0,,
380,0.798829615,,,3.0
1017,0.782198191,1.0,,
1521,0.270306379,,,3.0
1190,0.044480793,,,3.0
3641,0.114036284,,2.0,
1807,0.326537848,,2.0,
4358,0.922532856,1.0,,
2611,0.939510882,1.0,,
2456,0.181121677,1.0,,
4011,0.762487113,,2.0,
1654,0.898122609,,2.0,
2435,0.97224468,,2.0,
1267,0.152185649,,,3.0
1924,0.960036933,,2.0,
1947,0.279691517,,2.0,
2325,0.345757544,,,3.0
1142,0.745712399,1.0,,
3749,0.238480464,,,3.0
1066,0.152980477,,2.0,
1036,0.114036284,,2.0,
170,0.789446712,,,3.0
2862,0.965466678,,2.0,
1596,0.326537848,,2.0,
2703,0.961456835,,,3.0
1176,0.293639034,,,3.0
1090,0.345757544,1.0,,
4383,0.908921003,1.0,,
726,0.292960167,,2.0,
3115,0.607900083,,2.0,
3723,0.541668117,,2.0,
2103,0.345757544,,,3.0
3935,0.163293183,,2.0,
3676,0.969425678,,2.0,
1507,0.360975266,1.0,,
422,0.965940714,,2.0,
2978,0.072332315,1.0,,
2960,0.952962875,,2.0,
1653,0.187820703,,,3.0
3581,0.238480464,1.0,,
3162,0.956047118,,,3.0
4084,0.181121677,,,3.0
1693,0.240139246,,,3.0
3394,0.093461998,1.0,,
3945,0.453091055,,2.0,
2649,0.935084999,,2.0,
133,0.707916379,,,3.0
3481,0.360975266,,,3.0
2442,0.225334391,,2.0,
1409,0.360975266,,,3.0
3025,0.193325385,1.0,,
2646,0.244852215,1.0,,
4205,0.965466678,,2.0,
3861,0.922532856,1.0,,
1114,0.745668769,,2.0,
3321,0.270306379,,,3.0
1149,0.11435809,1.0,,
718,0.16566889,,,3.0
608,0.114036284,,2.0,
2350,0.803101361,,,3.0
4135,0.220476165,,2.0,
2803,0.293639034,,,3.0
1717,0.90719676,1.0,,
4178,0.745668769,,2.0,
3757,0.051143911,1.0,,
3899,0.187820703,1.0,,
114,0.914562702,1.0,,
1419,0.11435809,1.0,,
2561,0.615120709,,2.0,
181,0.181121677,1.0,,
2343,0.956047118,1.0,,
550,0.270306379,1.0,,
1260,0.950175345,,,3.0
2165,0.085827127,1.0,,
3083,0.23956266,,2.0,
1806,0.802586615,,2.0,
1564,0.951959193,,,3.0
3715,0.066100329,1.0,,
1744,0.97224468,,2.0,
3814,0.152980477,,2.0,
3182,0.293639034,,,3.0
649,0.066100329,,,3.0
3089,0.942619443,1.0,,
129,0.180525437,,2.0,
1982,0.072332315,,,3.0
2871,0.884222865,,2.0,
3760,0.939510882,1.0,,
1216,0.124111332,,2.0,
2206,0.58532089,1.0,,
1868,0.421680391,,2.0,
3561,0.950175345,1.0,,
2595,0.372296005,1.0,,
1286,0.11435809,,,3.0
2045,0.11435809,1.0,,
751,0.11435809,,,3.0
1595,0.956047118,1.0,,
2880,0.97224468,,2.0,
3284,0.297339231,,,3.0
633,0.152980477,,2.0,
1274,0.698932171,,2.0,
854,0.270306379,1.0,,
832,0.728957355,,2.0,
3500,0.072332315,,,3.0
3050,0.360975266,1.0,,
289,0.964801133,,2.0,
1847,0.425917059,,2.0,
677,0.872855186,,,3.0
3847,0.072332315,1.0,,
2972,0.802586615,,2.0,
1509,0.326537848,,2.0,
1373,0.942619443,1.0,,
3931,0.093461998,1.0,,
50,0.015756637,,2.0,
1242,0.974135041,,,3.0
4088,0.887116849,1.0,,
1503,0.939510882,1.0,,
2944,0.942619443,,,3.0
460,0.326537848,,2.0,
2268,0.939510882,1.0,,
1661,0.965466678,,2.0,
686,0.965940714,,2.0,
1916,0.956047118,1.0,,
3728,0.607900083,,2.0,
265,0.965466678,,2.0,
379,0.552348495,,2.0,
3221,0.926077366,,2.0,
1438,0.97224468,,2.0,
1893,0.939510882,1.0,,
1433,0.898122609,,2.0,
3318,0.181121677,,,3.0
3285,0.782198191,1.0,,
3296,0.293639034,1.0,,
2354,0.242957905,,,3.0
36,0.011656082,1.0,,
3592,0.270306379,,,3.0
4172,0.950175345,1.0,,
1337,0.942619443,1.0,,
1062,0.345757544,1.0,,
3961,0.615120709,,2.0,
3598,0.956047118,,,3.0
1251,0.360975266,1.0,,
1122,0.106641263,,2.0,
2184,0.942619443,1.0,,
3925,0.152185649,1.0,,
1387,0.895130694,1.0,,
1567,0.939510882,,,3.0
2697,0.372296005,,,3.0
2303,0.942619443,,,3.0
1946,0.698932171,,2.0,
2357,0.072332315,1.0,,
3376,0.960036933,,2.0,
4373,0.887116849,,,3.0
2250,0.187820703,,,3.0
2959,0.181121677,,,3.0
2345,0.152980477,,2.0,
1498,0.360975266,1.0,,
201,0.736887753,,,3.0
552,0.093461998,,,3.0
1226,0.745668769,,2.0,
341,0.316559851,,2.0,
2808,0.902898431,,,3.0
1516,0.607900083,,2.0,
1632,0.072332315,,,3.0
2327,0.360975266,1.0,,
4348,0.802586615,,2.0,
895,0.3144871,1.0,,
1608,0.151176706,,,3.0
2071,0.345757544,,,3.0
3745,0.190068379,1.0,,
137,0.187820703,1.0,,
4354,0.270306379,1.0,,
1553,0.782198191,,,3.0
3241,0.762353837,,,3.0
3668,0.960036933,,2.0,
4250,0.922359824,,2.0,
419,0.238480464,1.0,,
2738,0.051143911,1.0,,
2511,0.432520777,,,3.0
1604,0.901685834,,,3.0
586,0.977680027,,2.0,
1780,0.293639034,,,3.0
1940,0.13318415,,2.0,
3098,0.968716264,1.0,,
484,0.129112467,,,3.0
516,0.698932171,,2.0,
3374,0.680089295,,,3.0
2994,0.181121677,1.0,,
4032,0.912432492,1.0,,
3645,0.326537848,,2.0,
2145,0.942619443,,,3.0
3448,0.961456835,1.0,,
1405,0.051143911,1.0,,
784,0.468889177,,2.0,
639,0.051143911,1.0,,
3219,0.90719676,,,3.0
3806,0.901114106,,2.0,
4473,0.985996306,1.0,,
4117,0.270306379,,,3.0
2136,0.220476165,,2.0,
5,0.136357471,,,3.0
80,0.055166665,,2.0,
4046,0.898122609,,2.0,
4287,0.956047118,,,3.0
1589,0.908921003,,,3.0
1871,0.736887753,1.0,,
1830,0.961456835,1.0,,
1308,0.887116849,,,3.0
3447,0.045473021,1.0,,
2635,0.926077366,,2.0,
821,0.103124253,,,3.0
4151,0.973990798,,2.0,
699,0.421680391,,2.0,
999,0.653122962,,,3.0
2112,0.887116849,,,3.0
221,0.106641263,,2.0,
1168,0.238480464,1.0,,
4471,0.883235335,1.0,,
3161,0.977680027,,2.0,
3091,0.181121677,,,3.0
75,0.098683953,,2.0,
2324,0.948390067,1.0,,
1631,0.281449258,,,3.0
972,0.181121677,1.0,,
1605,0.221039295,,2.0,
4363,0.960036933,,2.0,
3456,0.887038708,1.0,,
3971,0.922532856,1.0,,
3864,0.208941057,1.0,,
3396,0.072332315,,,3.0
830,0.872855186,1.0,,
561,0.653122962,,,3.0
86,0.696761012,,,3.0
2130,0.066100329,1.0,,
758,0.776861906,,2.0,
4007,0.360975266,1.0,,
2434,0.615120709,,2.0,
1468,0.432520777,,,3.0
230,0.939510882,1.0,,
2572,0.163293183,,2.0,
2746,0.971673369,,2.0,
1072,0.974135041,,,3.0
4053,0.345757544,1.0,,
3203,0.360975266,1.0,,
2929,0.960036933,,2.0,
2395,0.58532089,,,3.0
2853,0.908921003,1.0,,
1296,0.974135041,,,3.0
31,0.559734523,,,3.0
946,0.887038708,,,3.0
1831,0.887038708,1.0,,
4174,0.960043967,,,3.0
2407,0.372296005,1.0,,
8,0.322414666,1.0,,
1727,0.907383382,1.0,,
3128,0.33357498,,,3.0
1199,0.607900083,,2.0,
1421,0.782198191,1.0,,
3069,0.425917059,,2.0,
1475,0.922532856,1.0,,
863,0.965466678,,2.0,
3130,0.736887753,,,3.0
943,0.745668769,,2.0,
2228,0.887116849,,,3.0
2131,0.58532089,,,3.0
2883,0.872855186,,,3.0
1948,0.270306379,1.0,,
3998,0.061090276,,,3.0
2097,0.093461998,,,3.0
1687,0.974135041,1.0,,
1892,0.653122962,,,3.0
57,0.014127486,,,3.0
3765,0.316559851,,2.0,
1569,0.181121677,,,3.0
728,0.90139538,,2.0,
3829,0.293639034,1.0,,
1127,0.97224468,,2.0,
3012,0.316559851,,2.0,
1966,0.345757544,1.0,,
1922,0.961456835,1.0,,
761,0.887116849,,,3.0
1855,0.950175345,,,3.0
2057,0.884222865,,2.0,
3857,0.072332315,1.0,,
1921,0.977680027,,2.0,
3116,0.432520777,,,3.0
2909,0.922532856,,,3.0
1716,0.960036933,,2.0,
4197,0.187820703,1.0,,
3729,0.956047118,1.0,,
1312,0.552348495,,2.0,
1010,0.872855186,,,3.0
4015,0.326537848,,2.0,
2704,0.950175345,1.0,,
820,0.684221447,1.0,,
582,0.698932171,,2.0,
4113,0.902898431,,,3.0
3564,0.939510882,,,3.0
2205,0.187820703,,,3.0
3051,0.887116849,,,3.0
334,0.051143911,1.0,,
1341,0.072332315,,,3.0
2505,0.58532089,1.0,,
2899,0.066100329,,,3.0
4352,0.872855186,1.0,,
3398,0.060129829,1.0,,
3665,0.642888367,,,3.0
1822,0.293639034,,,3.0
3438,0.950175345,1.0,,
2530,0.939510882,1.0,,
900,0.360975266,,,3.0
3150,0.421680391,,2.0,
2175,0.066100329,,,3.0
364,0.898122609,,2.0,
2152,0.181121677,,,3.0
4198,0.887116849,1.0,,
3136,0.360975266,1.0,,
1512,0.849298835,,,3.0
1527,0.922532856,1.0,,
4513,0.226434186,,,3.0
100,0.247658908,,2.0,
570,0.066100329,,,3.0
707,0.961456835,,,3.0
892,0.432520777,,,3.0
3430,0.154152051,,,3.0
3828,0.828815877,,2.0,
1598,0.965940714,,2.0,
576,0.736887753,,,3.0
3970,0.360975266,,,3.0
276,0.372296005,1.0,,
3421,0.49718684,1.0,,
1228,0.969425678,,2.0,
3785,0.887116849,,,3.0
4280,0.360975266,1.0,,
4177,0.887038708,,,3.0
4340,0.902898431,,,3.0
1472,0.552348495,,2.0,
2832,0.977680027,,2.0,
3129,0.956047118,1.0,,
1838,0.293639034,1.0,,
1910,0.965940714,,2.0,
1874,0.901114106,,2.0,
2886,0.926077366,,2.0,
2701,0.39535588,,2.0,
1275,0.965466678,,2.0,
3840,0.11435809,,,3.0
3962,0.393366724,,2.0,
1032,0.106641263,,2.0,
878,0.326537848,,2.0,
2426,0.736887753,,,3.0
2622,0.887038708,,,3.0
2199,0.782198191,,,3.0
2412,0.965940714,,2.0,
614,0.181121677,1.0,,
2186,0.051143911,1.0,,
684,0.872855186,1.0,,
1965,0.360975266,1.0,,
1637,0.950175345,1.0,,
996,0.11435809,,,3.0
2676,0.11435809,1.0,,
1639,0.293639034,,,3.0
3118,0.745668769,,2.0,
3300,0.956047118,1.0,,
1958,0.974135041,,,3.0
2185,0.911068559,1.0,,
853,0.745668769,,2.0,
2093,0.238480464,,,3.0
1354,0.653122962,,,3.0
3986,0.453091055,,2.0,
3803,0.238480464,,,3.0
2125,0.257880718,1.0,,
988,0.360975266,,,3.0
1944,0.887116849,,,3.0
588,0.294887304,,2.0,
661,0.552348495,,2.0,
1624,0.092917405,,,3.0
4420,0.372296005,,,3.0
1560,0.051143911,,,3.0
1400,0.300191909,,2.0,
2982,0.162078604,,,3.0
1106,0.129112467,1.0,,
112,0.037992734,,2.0,
2523,0.872855186,1.0,,
4395,0.086233929,1.0,,
723,0.901114106,,2.0,
886,0.552348495,,2.0,
2647,0.372296005,,,3.0
120,0.445074707,,2.0,
2728,0.066100329,1.0,,
383,0.969892025,1.0,,
2158,0.181121677,1.0,,
1155,0.950175345,,,3.0
2555,0.181121677,,,3.0
839,0.238480464,,,3.0
1588,0.066100329,,,3.0
377,0.215551421,1.0,,
1280,0.086401381,,2.0,
2007,0.114036284,,2.0,
90,0.937001705,,2.0,
206,0.941647589,,,3.0
3835,0.187820703,1.0,,
3023,0.270306379,,,3.0
2588,0.974135041,,,3.0
1594,0.58532089,1.0,,
1881,0.240139246,1.0,,
4119,0.552348495,,2.0,
315,0.181121677,1.0,,
4100,0.093461998,1.0,,
1675,0.782198191,1.0,,
1028,0.238480464,,,3.0
2225,0.421680391,,2.0,
119,0.024495786,1.0,,
2868,0.973990798,,2.0,
3100,0.950175345,1.0,,
3685,0.977680027,,2.0,
4369,0.187820703,1.0,,
1003,0.942619443,1.0,,
2884,0.974135041,,,3.0
2767,0.961456835,1.0,,
4527,0.989850283,,2.0,
3058,0.187820703,1.0,,
154,0.084499359,1.0,,
4322,0.942619443,1.0,,
1591,0.745668769,,2.0,
2644,0.360975266,1.0,,
1642,0.360975266,,,3.0
1735,0.454376757,,,3.0
1573,0.615120709,,2.0,
800,0.929427028,,2.0,
4279,0.564837396,1.0,,
3773,0.902898431,1.0,,
3941,0.937520564,1.0,,
4252,0.744139433,,2.0,
3648,0.887116849,,,3.0
4475,0.634567916,1.0,,
2828,0.922532856,,,3.0
4061,0.453091055,,2.0,
1380,0.908921003,1.0,,
1467,0.072332315,1.0,,
4507,0.94167906,,2.0,
4321,0.908921003,,,3.0
1629,0.051143911,1.0,,
808,0.238480464,,,3.0
2927,0.303656548,,2.0,
1900,0.922532856,,,3.0
1381,0.961456835,,,3.0
1401,0.094757773,,,3.0
2699,0.375811279,1.0,,
2323,0.922532856,1.0,,
1253,0.130692825,,,3.0
1533,0.187820703,1.0,,
287,0.960043967,1.0,,
2837,0.238480464,,,3.0
1307,0.922532856,1.0,,
685,0.27358368,,,3.0
555,0.962967813,,2.0,
3579,0.316559851,,2.0,
1799,0.11435809,,,3.0
1648,0.653122962,1.0,,
2465,0.425917059,,2.0,
2187,0.653122962,1.0,,
3640,0.908921003,,,3.0
1746,0.902898431,1.0,,
944,0.847554326,1.0,,
3858,0.425917059,,2.0,
2564,0.031451099,,,3.0
2714,0.11435809,1.0,,
2937,0.093461998,1.0,,
1862,0.961456835,,,3.0
891,0.922532856,,,3.0
4489,0.913443744,,2.0,
1691,0.974135041,,,3.0
4264,0.977680027,,2.0,
2717,0.974135041,1.0,,
3637,0.961456835,1.0,,
1823,0.238480464,,,3.0
563,0.187820703,1.0,,
3825,0.425917059,,2.0,
2589,0.279691517,,2.0,
1662,0.114036284,,2.0,
4185,0.736887753,1.0,,
1414,0.950175345,1.0,,
2214,0.382478535,1.0,,
564,0.926077366,,2.0,
2055,0.887038708,1.0,,
430,0.922030509,,,3.0
2016,0.776861906,,2.0,
663,0.051143911,,,3.0
1129,0.187820703,1.0,,
3068,0.882967472,,2.0,
1761,0.293639034,1.0,,
2841,0.58532089,,,3.0
1701,0.973990798,,2.0,
2096,0.942619443,,,3.0
4072,0.653122962,1.0,,
3525,0.072332315,,,3.0
796,0.956047118,1.0,,
4036,0.552348495,,2.0,
1974,0.293639034,1.0,,
4265,0.922359824,,2.0,
1455,0.345757544,1.0,,
69,0.38711521,1.0,,
2204,0.117548816,,,3.0
451,0.975529432,,2.0,
2479,0.802586615,,2.0,
545,0.942619443,1.0,,
1927,0.093461998,1.0,,
3027,0.927991807,,2.0,
2419,0.293639034,1.0,,
1111,0.964219332,1.0,,
2234,0.950175345,1.0,,
1131,0.316559851,,2.0,
1853,0.042712685,,,3.0
1287,0.776861906,,2.0,
3965,0.97224468,,2.0,
4180,0.326537848,,2.0,
3836,0.093461998,,,3.0
3934,0.114271387,1.0,,
52,0.052131962,1.0,,
2317,0.736887753,,,3.0
4445,0.864454329,,,3.0
2443,0.360975266,1.0,,
3333,0.887116849,1.0,,
239,0.106641263,,2.0,
3632,0.270306379,1.0,,
2101,0.58532089,1.0,,
756,0.782198191,1.0,,
472,0.316559851,,2.0,
3692,0.181121677,,,3.0
4399,0.97224468,,2.0,
1557,0.762353837,1.0,,
4101,0.805688024,,2.0,
3658,0.187820703,1.0,,
3174,0.950175345,1.0,,
32,0.912906766,,2.0,
2177,0.362107664,,2.0,
3830,0.956047118,,,3.0
3900,0.566896141,1.0,,
3169,0.83395803,,2.0,
1703,0.939510882,1.0,,
1590,0.836268425,,,3.0
173,0.316559851,,2.0,
4345,0.974135041,1.0,,
3314,0.82518065,,2.0,
2321,0.360975266,1.0,,
2099,0.615120709,,2.0,
1611,0.729025662,,2.0,
2477,0.97224468,,2.0,
2806,0.939510882,,,3.0
3837,0.49162221,1.0,,
2249,0.939510882,,,3.0
836,0.035249133,,2.0,
2387,0.778065264,1.0,,
1890,0.926077366,,2.0,
3975,0.432520777,1.0,,
549,0.345757544,1.0,,
4496,0.940473497,,,3.0
1410,0.360975266,1.0,,
2074,0.931051493,,2.0,
4460,0.977860212,,,3.0
1321,0.051143911,,,3.0
529,0.187820703,,,3.0
23,0.03047134,,,3.0
3802,0.901114106,,2.0,
1984,0.329783618,1.0,,
2351,0.847554326,,,3.0
939,0.58532089,1.0,,
2338,0.974135041,1.0,,
3694,0.395744413,,,3.0
749,0.902898431,,,3.0
3573,0.736887753,,,3.0
1896,0.902898431,1.0,,
2452,0.960043967,1.0,,
3552,0.293639034,1.0,,
3479,0.11435809,1.0,,
2672,0.293639034,1.0,,
2241,0.051143911,1.0,,
427,0.974135041,1.0,,
3354,0.072332315,1.0,,
2360,0.965940714,,2.0,
3688,0.960043967,,,3.0
1928,0.106641263,,2.0,
2923,0.94789046,,2.0,
3766,0.181121677,1.0,,
4245,0.326537848,,2.0,
2031,0.432520777,1.0,,
4125,0.902898431,1.0,,
3060,0.093461998,1.0,,
3990,0.264229804,,2.0,
2971,0.922532856,1.0,,
1461,0.956047118,1.0,,
2106,0.552348495,,2.0,
4066,0.902898431,1.0,,
2290,0.048972692,,,3.0
2146,0.887116849,1.0,,
4415,0.922532856,,,3.0
4257,0.360975266,,,3.0
110,0.413556427,,2.0,
128,0.181121677,,,3.0
2529,0.360975266,1.0,,
2286,0.421680391,,2.0,
855,0.922359824,,2.0,
2681,0.929427028,,2.0,
3041,0.104312927,,2.0,
3432,0.39356932,,2.0,
3820,0.653122962,,,3.0
3680,0.816484094,1.0,,
1770,0.152980477,,2.0,
524,0.887038708,,,3.0
262,0.140657917,,,3.0
929,0.360975266,1.0,,
1091,0.220476165,,2.0,
3653,0.961456835,,,3.0
4539,0.978703797,1.0,,
3884,0.908921003,1.0,,
539,0.316559851,,2.0,
3307,0.932742357,,2.0,
548,0.316559851,,2.0,
2921,0.034854122,,,3.0
244,0.279691517,,2.0,
844,0.901114106,,2.0,
824,0.906378388,,2.0,
446,0.776861906,,2.0,
1801,0.950175345,,,3.0
532,0.316559851,,2.0,
1920,0.372296005,,,3.0
134,0.053793039,,2.0,
2943,0.900929034,1.0,,
3119,0.372296005,1.0,,
831,0.345757544,1.0,,
1566,0.690275788,,,3.0
985,0.144040033,1.0,,
60,0.758294225,,2.0,
348,0.181121677,,,3.0
2524,0.270306379,1.0,,
3252,0.432520777,1.0,,
2590,0.943148494,,,3.0
3997,0.279691517,,2.0,
1407,0.736887753,,,3.0
2878,0.736887753,,,3.0
2405,0.372296005,1.0,,
2457,0.063812621,,,3.0
1970,0.051143911,,,3.0
3995,0.901114106,,2.0,
1828,0.293639034,,,3.0
1898,0.960043967,1.0,,
2238,0.655170381,,2.0,
4226,0.956047118,,,3.0
4349,0.044791911,1.0,,
4166,0.072332315,,,3.0
2765,0.922359824,,2.0,
2423,0.130787,1.0,,
2415,0.926077366,,2.0,
1434,0.960036933,,2.0,
3339,0.782198191,,,3.0
3179,0.106641263,,2.0,
1794,0.142560259,,2.0,
1021,0.239710376,1.0,,
3126,0.782198191,,,3.0
3105,0.360975266,1.0,,
1394,0.432520777,1.0,,
1709,0.887038708,,,3.0
21,0.03047134,1.0,,
2758,0.929427028,,2.0,
2760,0.872855186,,,3.0
4103,0.454376757,1.0,,
4366,0.782198191,,,3.0
3295,0.040782284,,,3.0
2702,0.223051965,,2.0,
3523,0.031451099,1.0,,
2372,0.948820055,,2.0,
3973,0.372296005,1.0,,
1523,0.238480464,,,3.0
2897,0.965466678,,2.0,
81,0.01258509,,,3.0
711,0.187820703,1.0,,
1389,0.961456835,,,3.0
556,0.270306379,,,3.0
705,0.956047118,1.0,,
3006,0.960043967,1.0,,
3865,0.799770653,,2.0,
4120,0.798829615,1.0,,
1235,0.084676288,,2.0,
1481,0.093461998,1.0,,
4259,0.066100329,1.0,,
3812,0.279691517,,2.0,
618,0.872855186,1.0,,
3071,0.552348495,,2.0,
2810,0.093461998,1.0,,
757,0.425917059,,2.0,
1692,0.187820703,1.0,,
1323,0.960043967,1.0,,
700,0.653122962,1.0,,
1511,0.051143911,1.0,,
125,0.496293306,,,3.0
2207,0.884222865,,2.0,
2963,0.760424614,,2.0,
2594,0.293639034,,,3.0
1518,0.58532089,,,3.0
3646,0.908921003,1.0,,
2867,0.657583177,,2.0,
293,0.552348495,,2.0,
4124,0.251539946,1.0,,
3334,0.872855186,,,3.0
2780,0.925625801,1.0,,
1243,0.293639034,1.0,,
1357,0.653122962,,,3.0
958,0.745668769,,2.0,
2425,0.939510882,,,3.0
273,0.969425678,,2.0,
433,0.754546404,,,3.0
457,0.745668769,,2.0,
3571,0.929427028,,2.0,
1593,0.653122962,,,3.0
3639,0.031819008,1.0,,
3701,0.887038708,,,3.0
2503,0.425917059,,2.0,
517,0.181121677,1.0,,
1171,0.187820703,1.0,,
1000,0.345757544,,,3.0
1977,0.11435809,1.0,,
1602,0.884222865,,2.0,
4299,0.956047118,1.0,,
4313,0.789446712,1.0,,
3786,0.326537848,,2.0,
97,0.914562702,,,3.0
659,0.0753216,1.0,,
1429,0.293639034,1.0,,
2305,0.956047118,,,3.0
2288,0.965940714,,2.0,
3933,0.653122962,,,3.0
4464,0.967137158,,,3.0
2596,0.961456835,1.0,,
403,0.072332315,,,3.0
2858,0.872855186,1.0,,
3469,0.066100329,1.0,,
1172,0.063372299,,2.0,
1244,0.745668769,,2.0,
1919,0.960262656,,2.0,
2952,0.887038708,,,3.0
4476,0.883390784,,2.0,
957,0.345757544,1.0,,
2592,0.956047118,,,3.0
182,0.432520777,,,3.0
652,0.11435809,,,3.0
330,0.901114106,,2.0,
862,0.939510882,1.0,,
1929,0.187820703,,,3.0
1486,0.887038708,,,3.0
1660,0.051143911,,,3.0
2916,0.840206027,,,3.0
394,0.776861906,,2.0,
4042,0.745668769,,2.0,
2580,0.956047118,1.0,,
3087,0.072332315,1.0,,
3512,0.432520777,,,3.0
3271,0.916056812,,2.0,
3875,0.872855186,,,3.0
1229,0.939510882,1.0,,
3574,0.293639034,1.0,,
1994,0.135991424,,,3.0
4531,0.963675678,1.0,,
4193,0.372296005,1.0,,
3547,0.279691517,,2.0,
3028,0.965607047,,,3.0
3478,0.939510882,,,3.0
216,0.896190822,1.0,,
2220,0.270306379,,,3.0
606,0.884222865,,2.0,
3942,0.066100329,,,3.0
4147,0.887116849,,,3.0
284,0.802586615,,2.0,
3848,0.345757544,1.0,,
2427,0.961456835,,,3.0
3338,0.360975266,1.0,,
3419,0.782198191,1.0,,
417,0.969425678,,2.0,
2333,0.093461998,1.0,,
881,0.770404339,,2.0,
2705,0.187820703,1.0,,
4211,0.956047118,,,3.0
4089,0.106641263,,2.0,
3722,0.238480464,1.0,,
1,0.136357471,1.0,,
762,0.929427028,,2.0,
1677,0.974135041,,,3.0
1431,0.172727987,,,3.0
2669,0.58532089,1.0,,
971,0.956047118,1.0,,
